customerID,gender,PhoneService,InternetService,StreamingTV,Contract,TotalCharges,Churn
4822-RVYBB,Male,Yes,Fiber optic,Yes,Month-to-month,819.4,Yes
8436-BJUMM,Male,Yes,Fiber optic,Yes,Month-to-month,2070.6,Yes
4184-TJFAN,Female,Yes,Fiber optic,Yes,Month-to-month,273.75,Yes
1352-VHKAJ,Male,Yes,DSL,Yes,Month-to-month,1957.1,No
4145-UQXUQ,Female,Yes,Fiber optic,Yes,Month-to-month,729.95,Yes
1236-WFCDV,Male,Yes,Fiber optic,Yes,Month-to-month,1266.1,Yes
3524-WQDSG,Female,Yes,Fiber optic,Yes,Month-to-month,4209.95,No
5981-ITEMU,Male,Yes,Fiber optic,Yes,Month-to-month,3706.95,Yes
1624-WOIWJ,Female,Yes,Fiber optic,Yes,Month-to-month,832.05,Yes
2074-GKOWZ,Male,Yes,Fiber optic,Yes,Month-to-month,185.55,Yes
0376-YMCJC,Male,Yes,Fiber optic,Yes,Month-to-month,1943.2,Yes
7143-BQIBA,Male,Yes,DSL,Yes,Month-to-month,612.95,No
0634-SZPQA,Female,Yes,Fiber optic,Yes,Month-to-month,2169.8,Yes
5536-RTPWK,Male,Yes,Fiber optic,Yes,Month-to-month,4853.75,Yes
0655-RBDUG,Male,Yes,Fiber optic,Yes,Month-to-month,713,Yes
4361-BKAXE,Female,Yes,Fiber optic,Yes,Month-to-month,4527.45,Yes
1751-NCDLI,Male,Yes,Fiber optic,Yes,Month-to-month,4564.9,No
8999-BOHSE,Female,Yes,Fiber optic,Yes,Month-to-month,1047.7,Yes
7029-RPUAV,Male,Yes,Fiber optic,Yes,Month-to-month,1622.45,Yes
7439-DKZTW,Male,Yes,Fiber optic,Yes,Month-to-month,80.55,No
4646-QZXTF,Female,Yes,DSL,Yes,Month-to-month,580.1,No
3312-UUMZW,Male,Yes,Fiber optic,Yes,Month-to-month,3145.9,No
6891-JPYFF,Female,Yes,Fiber optic,Yes,Month-to-month,4997.5,No
8111-SLLHI,Male,Yes,Fiber optic,Yes,Month-to-month,4284.8,Yes
3452-ABWRL,Male,Yes,Fiber optic,Yes,Month-to-month,3865.6,No
8257-RZAHR,Female,Yes,DSL,Yes,Month-to-month,941,Yes
5293-WXJAK,Female,Yes,Fiber optic,Yes,Month-to-month,1133.65,Yes
0774-IFUVM,Male,Yes,DSL,Yes,Month-to-month,723.35,No
0411-EZJZE,Female,Yes,DSL,Yes,Month-to-month,170.5,No
7851-WZEKY,Female,Yes,Fiber optic,Yes,Month-to-month,196.9,Yes
8844-TONUD,Male,Yes,Fiber optic,Yes,Month-to-month,1162.85,Yes
4320-QMLLA,Male,Yes,DSL,Yes,Month-to-month,370.4,No
4086-YQSNZ,Female,Yes,Fiber optic,Yes,Month-to-month,224.05,Yes
6242-MBHPK,Female,Yes,Fiber optic,Yes,Month-to-month,2326.05,No
0135-NMXAP,Female,Yes,Fiber optic,Yes,Month-to-month,1052.4,Yes
1641-RQDAY,Female,Yes,Fiber optic,Yes,Month-to-month,3217.65,No
3992-YWPKO,Female,Yes,Fiber optic,Yes,Month-to-month,669.45,Yes
0125-LZQXK,Male,Yes,Fiber optic,Yes,Month-to-month,1553.95,Yes
5461-QKNTN,Male,Yes,Fiber optic,Yes,Month-to-month,3953.15,No
8399-YNDCH,Male,Yes,DSL,Yes,Month-to-month,1236.15,Yes
4660-IRIBM,Male,Yes,Fiber optic,Yes,Month-to-month,1500.5,No
1579-KLYDT,Male,Yes,Fiber optic,Yes,Month-to-month,593.45,Yes
0013-MHZWF,Female,Yes,DSL,Yes,Month-to-month,571.45,No
5494-HECPR,Female,Yes,Fiber optic,Yes,Month-to-month,80.25,Yes
7979-CORPM,Male,Yes,Fiber optic,Yes,Month-to-month,2282.55,Yes
2294-DMMUS,Female,Yes,DSL,Yes,Month-to-month,4300.45,No
2040-VZIKE,Female,Yes,Fiber optic,Yes,Month-to-month,4847.35,No
0178-SZBHO,Male,Yes,Fiber optic,Yes,Month-to-month,4017.45,No
1689-MRZQR,Male,Yes,Fiber optic,Yes,Month-to-month,2564.3,Yes
5565-FILXA,Female,Yes,Fiber optic,Yes,Month-to-month,1529.2,Yes
0319-QZTCO,Female,Yes,DSL,Yes,Month-to-month,168.6,No
6507-ZJSUR,Male,Yes,Fiber optic,Yes,Month-to-month,2117.25,No
9408-HRXRK,Female,Yes,Fiber optic,Yes,Month-to-month,4730.9,No
7321-PKUYW,Female,Yes,Fiber optic,Yes,Month-to-month,987.95,Yes
6260-ONULR,Male,Yes,DSL,Yes,Month-to-month,62.8,No
9134-CEQMF,Male,Yes,Fiber optic,Yes,Month-to-month,676.7,Yes
8800-ZKRFW,Female,Yes,Fiber optic,Yes,Month-to-month,3242.5,No
6729-GDNGC,Female,Yes,Fiber optic,Yes,Month-to-month,1614.2,No
4945-RVMTE,Female,Yes,DSL,Yes,Month-to-month,1646.45,No
3372-KWFBM,Male,Yes,Fiber optic,Yes,Month-to-month,1281,Yes
7831-QGOXH,Female,Yes,Fiber optic,Yes,Month-to-month,1553.9,Yes
6393-WRYZE,Female,Yes,Fiber optic,Yes,Month-to-month,3207.55,Yes
6599-RCLCJ,Male,Yes,Fiber optic,Yes,Month-to-month,5124.55,Yes
3838-OZURD,Male,Yes,Fiber optic,Yes,Month-to-month,7133.25,Yes
9269-CQOOL,Male,Yes,DSL,Yes,Month-to-month,169.45,Yes
1184-PJVDB,Male,Yes,Fiber optic,Yes,Month-to-month,857.2,Yes
9415-DPEWS,Female,Yes,Fiber optic,Yes,Month-to-month,1639.3,Yes
7130-YXBRO,Male,Yes,Fiber optic,Yes,Month-to-month,5315.1,No
7943-RQCHR,Female,Yes,Fiber optic,Yes,Month-to-month,889.9,Yes
3793-MMFUH,Female,Yes,Fiber optic,Yes,Month-to-month,1290,Yes
7249-WBIYX,Male,Yes,Fiber optic,Yes,Month-to-month,813.85,Yes
6567-HOOPW,Female,Yes,Fiber optic,Yes,Month-to-month,79.2,Yes
9793-WECQC,Male,Yes,Fiber optic,Yes,Month-to-month,2192.9,No
1697-BCSHV,Female,Yes,DSL,Yes,Month-to-month,3970.4,No
9089-UOWJG,Female,Yes,DSL,Yes,Month-to-month,740.55,No
5419-CONWX,Female,Yes,Fiber optic,Yes,Month-to-month,442.85,Yes
2373-NTKOD,Male,Yes,DSL,Yes,Month-to-month,546.45,No
7024-OHCCK,Female,Yes,Fiber optic,Yes,Month-to-month,170.85,Yes
2692-BUCFV,Male,Yes,Fiber optic,Yes,Month-to-month,2948.6,No
7861-UVUFT,Female,Yes,Fiber optic,Yes,Month-to-month,1308.4,Yes
5302-BDJNT,Male,Yes,Fiber optic,Yes,Month-to-month,3418.2,No
8785-CJSHH,Female,Yes,Fiber optic,Yes,Month-to-month,5985.75,No
0680-DFNNY,Male,Yes,Fiber optic,Yes,Month-to-month,1504.05,Yes
7077-XJMET,Male,Yes,DSL,Yes,Month-to-month,741.4,No
6439-LAJXL,Male,Yes,DSL,Yes,Month-to-month,593.85,No
1571-SAVHK,Male,Yes,Fiber optic,Yes,Month-to-month,1132.75,Yes
9052-VKDUW,Female,Yes,Fiber optic,Yes,Month-to-month,7227.45,No
9546-CQJSU,Female,Yes,Fiber optic,Yes,Month-to-month,193.6,Yes
3211-AAPKX,Male,Yes,Fiber optic,Yes,Month-to-month,2031.95,No
6890-PFRQX,Male,Yes,DSL,Yes,Month-to-month,1199.4,No
5899-OUVKV,Male,Yes,Fiber optic,Yes,Month-to-month,2979.2,No
3473-XIIIT,Female,Yes,Fiber optic,Yes,Month-to-month,1534.75,Yes
6234-PFPXL,Male,Yes,Fiber optic,Yes,Month-to-month,2234.95,No
5394-SVGJV,Male,Yes,Fiber optic,Yes,Month-to-month,3475.55,Yes
9777-WJJPR,Male,Yes,Fiber optic,Yes,Month-to-month,2683.2,No
7079-QRCBC,Female,Yes,Fiber optic,Yes,Month-to-month,2407.3,Yes
9851-QXEEQ,Male,Yes,Fiber optic,Yes,Month-to-month,4346.4,Yes
9290-SHCMB,Female,Yes,Fiber optic,Yes,Month-to-month,1235.55,No
9809-IMGCQ,Male,Yes,Fiber optic,Yes,Month-to-month,2082.95,Yes
3254-YRILK,Male,Yes,Fiber optic,Yes,Month-to-month,1775.8,Yes
9314-IJWSQ,Female,Yes,Fiber optic,Yes,Month-to-month,1203.9,No
6198-RTPMF,Female,Yes,Fiber optic,Yes,Month-to-month,1579.7,No
1656-DRSMG,Female,Yes,Fiber optic,Yes,Month-to-month,7002.95,No
2984-AFWNC,Female,Yes,Fiber optic,Yes,Month-to-month,293.15,No
6326-MTTXK,Male,Yes,Fiber optic,Yes,Month-to-month,819.55,Yes
5522-NYKPB,Male,Yes,Fiber optic,Yes,Month-to-month,2199.05,No
3186-BAXNB,Female,Yes,Fiber optic,Yes,Month-to-month,91.7,Yes
2660-EMUBI,Male,Yes,Fiber optic,Yes,Month-to-month,898.35,Yes
1436-ZMJAN,Female,Yes,DSL,Yes,Month-to-month,653.15,No
3292-PBZEJ,Male,Yes,Fiber optic,Yes,Month-to-month,1183.05,No
2003-CKLOR,Male,Yes,Fiber optic,Yes,Month-to-month,6710.5,Yes
1205-WNWPJ,Female,Yes,DSL,Yes,Month-to-month,415.95,Yes
7351-KYHQH,Female,Yes,DSL,Yes,Month-to-month,493.65,No
8387-MOJJT,Female,Yes,Fiber optic,Yes,Month-to-month,3384,Yes
3068-OMWZA,Male,Yes,Fiber optic,Yes,Month-to-month,88.8,Yes
6032-KRXXO,Male,Yes,Fiber optic,Yes,Month-to-month,2755.35,Yes
8017-LXHFA,Female,Yes,Fiber optic,Yes,Month-to-month,2293.6,Yes
6352-TWCAU,Female,Yes,Fiber optic,Yes,Month-to-month,3029.1,Yes
6267-DCFFZ,Female,Yes,Fiber optic,Yes,Month-to-month,2627.2,No
2439-LYPMQ,Male,Yes,Fiber optic,Yes,Month-to-month,4009.2,No
3331-HQDTW,Female,Yes,Fiber optic,Yes,Month-to-month,3587.25,Yes
9490-DFPMD,Female,Yes,Fiber optic,Yes,Month-to-month,3541.35,Yes
5442-XSDCW,Male,Yes,Fiber optic,Yes,Month-to-month,868.5,Yes
8580-AECUZ,Male,Yes,Fiber optic,Yes,Month-to-month,79.1,Yes
1228-FZFRV,Male,Yes,Fiber optic,Yes,Month-to-month,5341.8,Yes
3761-FLYZI,Female,Yes,Fiber optic,Yes,Month-to-month,7082.45,No
5364-XYIRR,Male,Yes,Fiber optic,Yes,Month-to-month,4812.75,Yes
4829-AUOAX,Female,Yes,Fiber optic,Yes,Month-to-month,4399.5,Yes
9659-QEQSY,Female,Yes,Fiber optic,Yes,Month-to-month,5125.5,No
9158-VCTQB,Female,Yes,Fiber optic,Yes,Month-to-month,4594.95,Yes
6311-UEUME,Female,Yes,Fiber optic,Yes,Month-to-month,2384.15,Yes
5740-YHGTW,Male,Yes,Fiber optic,Yes,Month-to-month,6669.05,No
4423-YLHDV,Female,Yes,Fiber optic,Yes,Month-to-month,2200.25,Yes
0107-YHINA,Male,Yes,Fiber optic,Yes,Month-to-month,99.75,Yes
8640-SDGKB,Male,Yes,DSL,Yes,Month-to-month,299.7,Yes
2081-VEYEH,Male,Yes,Fiber optic,Yes,Month-to-month,318.6,No
6407-UTSLV,Female,Yes,Fiber optic,Yes,Month-to-month,163.7,No
7398-SKNQZ,Female,Yes,Fiber optic,Yes,Month-to-month,273.2,No
5935-FCCNB,Female,Yes,Fiber optic,Yes,Month-to-month,1608.15,No
5136-RGMZO,Male,Yes,DSL,Yes,Month-to-month,2168.15,No
3877-JRJIP,Male,Yes,DSL,Yes,Month-to-month,59.85,Yes
5318-IXUZF,Female,Yes,Fiber optic,Yes,Month-to-month,183.75,Yes
1320-REHCS,Male,Yes,Fiber optic,Yes,Month-to-month,5832,No
9436-ZBZCT,Male,Yes,Fiber optic,Yes,Month-to-month,1178.4,Yes
9470-XCCEM,Male,Yes,Fiber optic,Yes,Month-to-month,3161.6,No
7279-BUYWN,Female,Yes,Fiber optic,Yes,Month-to-month,4689.5,Yes
7156-MHUGY,Male,Yes,Fiber optic,Yes,Month-to-month,1201.15,Yes
7198-GLXTC,Male,Yes,Fiber optic,Yes,Month-to-month,143.65,Yes
5091-HFAZW,Female,Yes,Fiber optic,Yes,Month-to-month,168.5,No
8401-EMUWF,Male,Yes,DSL,Yes,Month-to-month,3058.3,No
2474-LCNUE,Female,Yes,DSL,Yes,Month-to-month,1642.75,No
9172-ANCRX,Female,Yes,Fiber optic,Yes,Month-to-month,973.25,Yes
0817-HSUSE,Male,Yes,DSL,Yes,Month-to-month,75.5,No
4911-BANWH,Female,Yes,Fiber optic,Yes,Month-to-month,2697.4,Yes
6365-MTGZX,Male,Yes,Fiber optic,Yes,Month-to-month,2122.45,Yes
6959-GQEGV,Male,Yes,DSL,Yes,Month-to-month,3273.8,No
0923-PNFUB,Female,Yes,Fiber optic,Yes,Month-to-month,247.25,Yes
8840-DQLGN,Female,Yes,Fiber optic,Yes,Month-to-month,3653.35,Yes
3318-NMQXL,Male,Yes,Fiber optic,Yes,Month-to-month,266.8,No
2272-UOINI,Female,Yes,DSL,Yes,Month-to-month,571.05,No
5356-CSVSQ,Female,Yes,DSL,Yes,Month-to-month,174.2,No
8201-AAXCB,Male,Yes,DSL,Yes,Month-to-month,1404.65,No
1845-CSBRZ,Female,Yes,Fiber optic,Yes,Month-to-month,1961.6,No
6651-AZVTJ,Male,Yes,Fiber optic,Yes,Month-to-month,4872.45,Yes
4566-GOLUK,Male,Yes,Fiber optic,Yes,Month-to-month,5118.95,Yes
7449-HVPIV,Male,Yes,Fiber optic,Yes,Month-to-month,5099.15,No
9614-RMGHA,Male,Yes,Fiber optic,Yes,Month-to-month,5940.85,Yes
0701-RFGFI,Female,Yes,Fiber optic,Yes,Month-to-month,4613.95,No
5445-UTODQ,Female,Yes,Fiber optic,Yes,Month-to-month,576.65,Yes
9497-QCMMS,Male,Yes,Fiber optic,Yes,Month-to-month,93.55,Yes
5692-ICXLW,Male,Yes,Fiber optic,Yes,Month-to-month,2845.15,No
0348-SDKOL,Female,Yes,Fiber optic,Yes,Month-to-month,5885.4,Yes
