customerID,gender,PhoneService,InternetService,StreamingTV,Contract,TotalCharges,Churn
6680-NENYN,Female,Yes,Fiber optic,Yes,Two year,4759.85,Yes
2088-IEBAU,Female,Yes,DSL,Yes,Two year,6148.45,No
6885-PKOAM,Female,Yes,DSL,Yes,Two year,6223.8,No
8984-EYLLL,Male,Yes,Fiber optic,Yes,Two year,6823.4,No
5229-DTFYB,Female,Yes,Fiber optic,Yes,Two year,3959.15,No
3520-FJGCV,Male,Yes,Fiber optic,Yes,Two year,8126.65,No
2863-IMQDR,Female,Yes,DSL,Yes,Two year,5308.7,No
6583-SZVGP,Male,Yes,Fiber optic,Yes,Two year,5067.45,No
2977-CEBSX,Female,Yes,DSL,Yes,Two year,5965.95,No
4376-KFVRS,Male,Yes,Fiber optic,Yes,Two year,8468.2,No
1090-ESELR,Male,Yes,Fiber optic,Yes,Two year,7611.55,No
0942-KOWSM,Female,Yes,DSL,Yes,Two year,2369.3,No
1480-BKXGA,Male,Yes,Fiber optic,Yes,Two year,8404.9,No
9076-AXYIK,Male,Yes,Fiber optic,Yes,Two year,6538.45,No
3649-JPUGY,Male,Yes,DSL,Yes,Two year,6201.95,No
3552-CTCYF,Male,Yes,Fiber optic,Yes,Two year,6597.25,No
5736-YEJAX,Male,Yes,DSL,Yes,Two year,5502.55,No
8606-CIQUL,Male,Yes,Fiber optic,Yes,Two year,8399.15,No
0356-OBMAC,Female,Yes,Fiber optic,Yes,Two year,5706.3,No
5394-MEITZ,Female,Yes,DSL,Yes,Two year,4946.7,No
6859-QNXIQ,Female,Yes,Fiber optic,Yes,Two year,8248.5,No
3580-HYCSP,Male,Yes,Fiber optic,Yes,Two year,7966.9,No
1352-HNSAW,Female,Yes,Fiber optic,Yes,Two year,8220.4,No
6103-LIANB,Male,Yes,Fiber optic,Yes,Two year,5861.75,No
5781-RFZRP,Male,Yes,DSL,Yes,Two year,5357.75,No
9548-LIGTA,Male,Yes,DSL,Yes,Two year,4747.65,No
4568-KNYWR,Male,Yes,DSL,Yes,Two year,3342.45,No
0795-LAFGP,Male,Yes,DSL,Yes,Two year,6668.05,No
0619-OLYUR,Male,Yes,Fiber optic,Yes,Two year,8071.05,No
0459-SPZHJ,Male,Yes,DSL,Yes,Two year,5435,No
2001-MCUUW,Male,Yes,Fiber optic,Yes,Two year,4903.2,No
4723-BEGSG,Male,Yes,DSL,Yes,Two year,6094.25,No
6516-NKQBO,Male,Yes,DSL,Yes,Two year,3084.9,No
8207-DMRVL,Male,Yes,Fiber optic,Yes,Two year,8306.05,No
2469-DTSGX,Female,Yes,Fiber optic,Yes,Two year,7943.45,No
1775-KWJKQ,Male,Yes,DSL,Yes,Two year,6562.9,No
7954-MLBUN,Male,Yes,Fiber optic,Yes,Two year,3109.9,No
8100-PNJMH,Male,Yes,DSL,Yes,Two year,6132.7,No
3729-OWRVL,Male,Yes,Fiber optic,Yes,Two year,7246.15,No
7501-IWUNG,Female,Yes,DSL,Yes,Two year,4616.05,No
0078-XZMHT,Male,Yes,DSL,Yes,Two year,6316.2,No
1525-LNLOJ,Male,Yes,DSL,Yes,Two year,4189.7,No
7503-MIOGA,Female,Yes,DSL,Yes,Two year,6697.35,No
2499-AJYUA,Female,Yes,Fiber optic,Yes,Two year,7882.25,No
6919-ELBGL,Male,Yes,Fiber optic,Yes,Two year,8196.4,No
9477-LGWQI,Male,Yes,DSL,Yes,Two year,5600.15,No
8823-RLPWL,Female,Yes,Fiber optic,Yes,Two year,8065.65,No
5676-CFLYY,Male,Yes,DSL,Yes,Two year,5154.5,No
9871-ELEYA,Female,Yes,DSL,Yes,Two year,2339.3,No
3174-AKMAS,Female,Yes,DSL,Yes,Two year,3009.5,No
9926-PJHDQ,Female,Yes,DSL,Yes,Two year,5468.45,No
2798-NYLMZ,Male,Yes,Fiber optic,Yes,Two year,7616,No
4853-RULSV,Male,Yes,Fiber optic,Yes,Two year,7250.15,Yes
5318-YKDPV,Male,Yes,DSL,Yes,Two year,3566.6,No
0392-BZIUW,Female,Yes,Fiber optic,Yes,Two year,7589.8,No
6916-HIJSE,Female,Yes,DSL,Yes,Two year,5459.2,No
9778-OGKQZ,Male,Yes,DSL,Yes,Two year,6782.15,No
7408-OFWXJ,Female,Yes,DSL,Yes,Two year,6510.45,No
6007-TCTST,Female,Yes,Fiber optic,Yes,Two year,8476.5,No
2252-NKNSI,Male,Yes,DSL,Yes,Two year,4461.85,No
8374-UULRV,Male,Yes,DSL,Yes,Two year,6309.65,No
1937-OTUKY,Female,Yes,Fiber optic,Yes,Two year,7015.9,No
4713-ZBURT,Male,Yes,Fiber optic,Yes,Two year,4634.35,No
8975-SKGRX,Male,Yes,Fiber optic,Yes,Two year,8310.55,No
0678-RLHVP,Female,Yes,Fiber optic,Yes,Two year,5682.25,No
0379-DJQHR,Male,Yes,DSL,Yes,Two year,5398.6,No
0835-JKADZ,Female,Yes,Fiber optic,Yes,Two year,7984.15,No
0862-PRCBS,Female,Yes,Fiber optic,Yes,Two year,7039.45,No
5709-LVOEQ,Female,Yes,DSL,Yes,Two year,,No
3429-IFLEM,Female,Yes,DSL,Yes,Two year,5550.1,No
0556-FJEGU,Male,Yes,DSL,Yes,Two year,4048.95,No
0604-THJFP,Female,Yes,DSL,Yes,Two year,4542.35,No
2834-JRTUA,Male,Yes,Fiber optic,Yes,Two year,7532.15,Yes
7868-TMWMZ,Female,Yes,Fiber optic,Yes,Two year,6668.35,No
8146-QQKZH,Female,Yes,DSL,Yes,Two year,5924.4,No
6445-TNRXS,Male,Yes,Fiber optic,Yes,Two year,7849.85,No
4829-ZLJTK,Female,Yes,Fiber optic,Yes,Two year,8046.85,No
4159-NAAIX,Female,Yes,Fiber optic,Yes,Two year,6253,No
2176-LVPNX,Female,Yes,DSL,Yes,Two year,6293.45,No
1779-PWPMG,Female,Yes,Fiber optic,Yes,Two year,8333.95,No
9553-DLCLU,Female,Yes,DSL,Yes,Two year,1161.75,No
6870-ZWMNX,Male,Yes,DSL,Yes,Two year,5264.25,No
9127-FHJBZ,Male,Yes,Fiber optic,Yes,Two year,8093.15,No
2933-XEUJM,Female,Yes,DSL,Yes,Two year,3593.8,No
8089-UZWLX,Female,Yes,Fiber optic,Yes,Two year,7413.55,No
5232-NXPAY,Female,Yes,DSL,Yes,Two year,3510.3,No
0455-ENTCR,Male,Yes,DSL,Yes,Two year,5538.35,No
9091-WTUUY,Male,Yes,DSL,Yes,Two year,4447.75,No
6766-HFKLA,Female,Yes,Fiber optic,Yes,Two year,5744.35,No
9220-ZNKJI,Female,Yes,Fiber optic,Yes,Two year,4805.3,No
2226-ICFDO,Female,Yes,DSL,Yes,Two year,6110.75,No
6244-BESBM,Male,Yes,Fiber optic,Yes,Two year,6671.7,No
2612-PHGOX,Male,Yes,DSL,Yes,Two year,4818.8,No
8480-PPONV,Male,Yes,Fiber optic,Yes,Two year,7159.05,No
7182-OVLBJ,Female,Yes,Fiber optic,Yes,Two year,6638.35,No
7005-CYUIL,Female,Yes,Fiber optic,Yes,Two year,7168.25,No
2388-LAESQ,Female,Yes,Fiber optic,Yes,Two year,8317.95,No
4389-UEFCZ,Female,Yes,Fiber optic,Yes,Two year,7544,No
3108-PCCGG,Male,Yes,DSL,Yes,Two year,5899.85,No
8390-FESFV,Female,Yes,DSL,Yes,Two year,5193.2,No
3022-BEXHZ,Male,Yes,Fiber optic,Yes,Two year,7530.8,No
6248-TKCQV,Female,Yes,DSL,Yes,Two year,5460.2,No
1291-CUOCY,Male,Yes,Fiber optic,Yes,Two year,7962.2,No
3230-IUALN,Female,Yes,DSL,Yes,Two year,3533.6,No
3084-DOWLE,Female,Yes,DSL,Yes,Two year,6474.4,No
1084-MNSMJ,Female,Yes,DSL,Yes,Two year,4421.95,No
8999-YPYBV,Male,Yes,DSL,Yes,Two year,3858.05,No
3071-MVJCD,Male,Yes,DSL,Yes,Two year,5815.15,No
9432-RUVSL,Female,Yes,Fiber optic,Yes,Two year,4904.25,No
8060-HIWJJ,Male,Yes,DSL,Yes,Two year,5632.55,No
3870-SPZSI,Female,Yes,Fiber optic,Yes,Two year,7869.05,No
5514-YQENT,Male,Yes,Fiber optic,Yes,Two year,4507.15,No
3070-BDOQC,Female,Yes,Fiber optic,Yes,Two year,5941.05,No
6048-UWKAL,Female,Yes,Fiber optic,Yes,Two year,6998.95,No
2277-BKJKN,Female,Yes,Fiber optic,Yes,Two year,7213.75,No
2882-WDTBA,Male,Yes,DSL,Yes,Two year,5388.15,No
2091-GPPIQ,Female,Yes,DSL,Yes,Two year,5730.15,No
5193-QLVZB,Male,Yes,Fiber optic,Yes,Two year,6536.5,No
2245-ADZFJ,Female,Yes,DSL,Yes,Two year,2471.6,No
4751-ERMAN,Male,Yes,DSL,Yes,Two year,5480.25,No
3766-EJLFL,Female,Yes,Fiber optic,Yes,Two year,7508.55,No
5327-CNLUQ,Male,Yes,Fiber optic,Yes,Two year,4473.45,No
5816-JMLGY,Female,Yes,DSL,Yes,Two year,5717.85,No
6374-NTQLP,Male,Yes,Fiber optic,Yes,Two year,7447.7,No
1971-DTCZB,Female,Yes,DSL,Yes,Two year,6468.6,No
6035-RIIOM,Female,Yes,Fiber optic,Yes,Two year,5129.45,No
5980-BDHPY,Male,Yes,DSL,Yes,Two year,6230.1,No
9225-BZLNZ,Male,Yes,DSL,Yes,Two year,6083.1,No
7359-WWYJV,Male,Yes,Fiber optic,Yes,Two year,8375.05,No
3795-GWTRD,Female,Yes,DSL,Yes,Two year,4707.85,No
0727-BNRLG,Male,Yes,Fiber optic,Yes,Two year,6743.55,No
3280-MRDOF,Male,Yes,DSL,Yes,Two year,2093.9,No
8345-MVDYC,Female,Yes,DSL,Yes,Two year,3618.7,No
2040-XBAVJ,Male,Yes,Fiber optic,Yes,Two year,8100.55,No
3963-RYFNS,Female,Yes,Fiber optic,Yes,Two year,8013.55,No
3669-WHAFY,Female,Yes,Fiber optic,Yes,Two year,8078.1,No
2307-FYNNL,Male,Yes,Fiber optic,Yes,Two year,7108.2,No
1568-LJSZU,Male,Yes,DSL,Yes,Two year,6392.85,No
5377-NDTOU,Female,Yes,DSL,Yes,Two year,6293.75,No
5663-QBGIS,Male,Yes,Fiber optic,Yes,Two year,6929.4,No
6990-YNRIO,Male,Yes,Fiber optic,Yes,Two year,6937.95,Yes
0973-KYVNF,Female,Yes,DSL,Yes,Two year,5011.15,No
5129-HHMZC,Female,Yes,DSL,Yes,Two year,3574.5,No
9637-CDTKZ,Male,Yes,Fiber optic,Yes,Two year,8086.4,No
7873-CVMAW,Male,Yes,DSL,Yes,Two year,6362.35,No
3638-VBZTA,Male,Yes,DSL,Yes,Two year,5882.75,No
1951-IEYXM,Male,Yes,DSL,Yes,Two year,6441.85,No
5668-MEISB,Female,Yes,Fiber optic,Yes,Two year,7657.4,No
3219-JQRSL,Female,Yes,DSL,Yes,Two year,6352.4,No
6732-VAILE,Male,Yes,DSL,Yes,Two year,5931.75,No
2123-VSCOT,Female,Yes,DSL,Yes,Two year,4194.85,No
8466-PZBLH,Male,Yes,Fiber optic,Yes,Two year,6885.75,No
0019-EFAEP,Female,Yes,Fiber optic,Yes,Two year,7261.25,No
9675-ICXCT,Male,Yes,DSL,Yes,Two year,5728.55,No
0602-DDUML,Female,Yes,DSL,Yes,Two year,3894.4,No
0266-CLZKZ,Female,Yes,Fiber optic,Yes,Two year,6717.9,No
1447-PJGGA,Female,Yes,Fiber optic,Yes,Two year,5464.65,Yes
7639-OPLNG,Male,Yes,DSL,Yes,Two year,5731.85,No
0181-RITDD,Male,Yes,Fiber optic,Yes,Two year,6825.65,No
1488-PBLJN,Female,Yes,Fiber optic,Yes,Two year,8477.7,No
7398-HPYZQ,Male,Yes,DSL,Yes,Two year,6404,No
7519-JTWQH,Female,Yes,Fiber optic,Yes,Two year,7455.45,No
0744-BIKKF,Male,Yes,DSL,Yes,Two year,6224.8,No
5248-KWLAR,Male,Yes,DSL,Yes,Two year,6325.25,No
3392-EHMNK,Female,Yes,Fiber optic,Yes,Two year,6302.8,No
9919-FZDED,Male,Yes,DSL,Yes,Two year,5981.65,No
8984-HPEMB,Female,Yes,Fiber optic,Yes,Two year,8477.6,No
8311-UEUAB,Female,Yes,DSL,Yes,Two year,5229.45,No
4079-VTGLK,Male,Yes,DSL,Yes,Two year,2181.75,No
9297-FVVDH,Female,Yes,DSL,Yes,Two year,4845.4,No
7101-HRBLJ,Female,Yes,DSL,Yes,Two year,6096.9,No
5453-YBTWV,Male,Yes,Fiber optic,Yes,Two year,6994.8,No
6418-PIQSP,Female,Yes,DSL,Yes,Two year,4985.9,No
2530-FMFXO,Male,Yes,Fiber optic,Yes,Two year,5873.75,No
8879-XUAHX,Male,Yes,Fiber optic,Yes,Two year,8564.75,No
5003-XZWWO,Male,Yes,DSL,Yes,Two year,5956.85,No
7622-FWGEW,Male,Yes,DSL,Yes,Two year,4824.45,No
7036-TYDEC,Female,Yes,Fiber optic,Yes,Two year,7028.5,No
0839-JTCUD,Female,Yes,DSL,Yes,Two year,5958.85,No
5494-WOZRZ,Female,Yes,DSL,Yes,Two year,5999.85,No
2234-EOFPT,Male,Yes,DSL,Yes,Two year,5753.25,No
3597-YASZG,Female,Yes,Fiber optic,Yes,Two year,7349.35,No
3398-GCPMU,Female,Yes,DSL,Yes,Two year,6448.85,No
6050-FFXES,Female,Yes,Fiber optic,Yes,Two year,7240.65,No
0336-PIKEI,Male,Yes,DSL,Yes,Two year,5360.75,No
7176-WRTNX,Male,Yes,Fiber optic,Yes,Two year,7711.25,No
9239-GZHZE,Female,Yes,Fiber optic,Yes,Two year,8124.2,No
5440-FLBQG,Male,Yes,Fiber optic,Yes,Two year,7318.2,Yes
4056-QHXHZ,Female,Yes,Fiber optic,Yes,Two year,7576.7,No
7401-JIXNM,Female,Yes,DSL,Yes,Two year,4965,No
9339-FIIJL,Male,Yes,DSL,Yes,Two year,6151.9,No
7579-KKLOE,Male,Yes,DSL,Yes,Two year,6589.6,No
5414-OFQCB,Male,Yes,Fiber optic,Yes,Two year,5229.8,No
8197-BFWVU,Female,Yes,DSL,Yes,Two year,6688.95,No
6463-HHXJR,Female,Yes,Fiber optic,Yes,Two year,7030.65,No
1187-WILMM,Male,Yes,DSL,Yes,Two year,5597.65,No
4304-TSPVK,Female,Yes,Fiber optic,Yes,Two year,7843.55,No
6650-BWFRT,Female,Yes,Fiber optic,Yes,Two year,8529.5,No
6993-YGFJV,Male,Yes,Fiber optic,Yes,Two year,7806.5,No
0730-BGQGF,Male,Yes,DSL,Yes,Two year,6287.3,No
0013-SMEOE,Female,Yes,Fiber optic,Yes,Two year,7904.25,No
6901-GOGZG,Male,Yes,DSL,Yes,Two year,4984.85,No
5236-PERKL,Female,Yes,Fiber optic,Yes,Two year,6465,Yes
9802-CAQUT,Female,Yes,Fiber optic,Yes,Two year,7887.25,No
7602-MVRMB,Female,Yes,Fiber optic,Yes,Two year,8058.85,No
7516-GMHUV,Male,Yes,Fiber optic,Yes,Two year,5163.3,No
9135-MGVPY,Male,Yes,DSL,Yes,Two year,5878.9,No
7641-TQFHN,Male,Yes,Fiber optic,Yes,Two year,3895.35,No
9405-GPBBG,Female,Yes,Fiber optic,Yes,Two year,7069.25,No
8869-LIHMK,Female,Yes,Fiber optic,Yes,Two year,7334.05,No
5788-YPOEG,Female,Yes,DSL,Yes,Two year,2839.45,No
2000-DHJUY,Female,Yes,DSL,Yes,Two year,6474.45,No
8670-ERCJH,Male,Yes,Fiber optic,Yes,Two year,8164.1,No
7055-JCGNI,Female,Yes,Fiber optic,Yes,Two year,7795.95,No
8263-QMNTJ,Male,Yes,Fiber optic,Yes,Two year,8425.3,No
3230-JCNZS,Female,Yes,Fiber optic,Yes,Two year,7061.65,No
3227-WLKLI,Female,Yes,DSL,Yes,Two year,5963.95,No
8216-AZUUZ,Female,Yes,Fiber optic,Yes,Two year,4303.65,No
6463-MVYRY,Female,Yes,DSL,Yes,Two year,4003,No
3096-YXENJ,Female,Yes,Fiber optic,Yes,Two year,7082.85,No
1265-BCFEO,Female,Yes,DSL,Yes,Two year,5662.25,No
0164-APGRB,Female,Yes,Fiber optic,Yes,Two year,8496.7,No
9297-EONCV,Female,Yes,DSL,Yes,Two year,6697.2,No
8766-PAFNE,Male,Yes,DSL,Yes,Two year,5564.85,No
0907-HQNTS,Female,Yes,Fiber optic,Yes,Two year,7987.6,No
5893-PYOLZ,Male,Yes,DSL,Yes,Two year,4534.45,No
9481-WHGWY,Female,Yes,DSL,Yes,Two year,5437.75,No
3166-PNEOF,Female,Yes,DSL,Yes,Two year,5175.3,No
8414-OOEEL,Male,Yes,DSL,Yes,Two year,5196.1,No
8454-AATJP,Female,Yes,Fiber optic,Yes,Two year,8405,No
6997-UVGOX,Male,Yes,DSL,Yes,Two year,6029.9,No
5781-BKHOP,Female,Yes,Fiber optic,Yes,Two year,7334.05,No
8628-MFKAX,Female,Yes,Fiber optic,Yes,Two year,8277.05,No
6461-SZMCV,Female,Yes,DSL,Yes,Two year,6365.35,No
0244-LGNFY,Female,Yes,DSL,Yes,Two year,6733,No
4295-YURET,Female,Yes,DSL,Yes,Two year,4084.35,No
2351-BKRZW,Female,Yes,DSL,Yes,Two year,3254.35,No
2323-ARSVR,Male,Yes,Fiber optic,Yes,Two year,7321.05,No
0815-MFZGM,Female,Yes,Fiber optic,Yes,Two year,4135,No
8929-KSWIH,Male,Yes,Fiber optic,Yes,Two year,2513.5,No
3470-OBUET,Female,Yes,DSL,Yes,Two year,4868.4,No
7037-MTYVW,Male,Yes,DSL,Yes,Two year,3297,No
4016-BJKTZ,Female,Yes,Fiber optic,Yes,Two year,2809.05,No
5013-SBUIH,Female,Yes,Fiber optic,Yes,Two year,5551.15,Yes
1023-BQXZE,Male,Yes,DSL,Yes,Two year,4317.35,No
3259-QMXUN,Male,Yes,DSL,Yes,Two year,4890.5,No
0536-ACXIP,Female,Yes,Fiber optic,Yes,Two year,8165.1,No
1897-OKVMW,Female,Yes,DSL,Yes,Two year,5817.45,No
5485-ITNPC,Male,Yes,DSL,Yes,Two year,5595.3,No
6963-EZQEE,Male,Yes,DSL,Yes,Two year,6306.5,No
3617-XLSGQ,Female,Yes,Fiber optic,Yes,Two year,7082.5,No
1400-WIVLL,Male,Yes,Fiber optic,Yes,Two year,5969.85,No
5248-RPYWW,Female,Yes,DSL,Yes,Two year,6716.45,No
7923-IYJWY,Male,Yes,Fiber optic,Yes,Two year,7839.85,No
7765-LWVVH,Female,Yes,Fiber optic,Yes,Two year,6843.15,No
9453-PATOS,Female,Yes,DSL,Yes,Two year,6155.4,No
0106-UGRDO,Female,Yes,Fiber optic,Yes,Two year,8182.85,No
7740-BTPUX,Male,Yes,Fiber optic,Yes,Two year,6292.7,No
9435-JMLSX,Male,Yes,DSL,Yes,Two year,6045.9,No
6176-YJWAS,Male,Yes,Fiber optic,Yes,Two year,7114.25,No
7663-CUXZB,Male,Yes,Fiber optic,Yes,Two year,6561.25,No
1163-VIPRI,Female,Yes,Fiber optic,Yes,Two year,7337.55,No
9348-ROUAI,Female,Yes,DSL,Yes,Two year,5194.05,No
4674-HGNUA,Male,Yes,DSL,Yes,Two year,6457.15,No
9786-IJYDL,Female,Yes,Fiber optic,Yes,Two year,3914.05,No
6295-OSINB,Male,Yes,Fiber optic,Yes,Two year,7880.25,No
1498-NHTLT,Male,Yes,DSL,Yes,Two year,5186,No
0238-WHBIQ,Male,Yes,DSL,Yes,Two year,6339.3,No
5795-KTGUD,Female,Yes,Fiber optic,Yes,Two year,7553.6,No
7317-GGVPB,Male,Yes,Fiber optic,Yes,Two year,7690.9,Yes
5117-ZSMHQ,Female,Yes,DSL,Yes,Two year,6342.7,No
0960-HUWBM,Male,Yes,Fiber optic,Yes,Two year,6700.05,No
0263-FJTQO,Male,Yes,DSL,Yes,Two year,3486.65,No
9224-VTYID,Male,Yes,DSL,Yes,Two year,4318.35,No
5751-USDBL,Male,Yes,DSL,Yes,Two year,3846.35,No
5680-LQOGP,Female,Yes,DSL,Yes,Two year,5646.6,No
5038-ETMLM,Female,Yes,Fiber optic,Yes,Two year,8182.75,No
8809-RIHDD,Male,Yes,Fiber optic,Yes,Two year,7372.65,Yes
3889-VWBID,Male,Yes,DSL,Yes,Two year,5776.45,No
6568-POCUI,Female,Yes,Fiber optic,Yes,Two year,4285.8,No
5197-LQXXH,Female,Yes,DSL,Yes,Two year,5894.5,No
4717-GHADL,Female,Yes,DSL,Yes,Two year,4024.2,No
5879-HMFFH,Female,Yes,DSL,Yes,Two year,6520.8,No
3810-DVDQQ,Female,Yes,Fiber optic,Yes,Two year,8308.9,No
8853-TZDGH,Female,Yes,Fiber optic,Yes,Two year,8012.75,No
2378-YIZKA,Female,Yes,DSL,Yes,Two year,5607.75,No
4293-ETKAP,Female,Yes,DSL,Yes,Two year,5071.9,No
6322-PJJDJ,Male,Yes,Fiber optic,Yes,Two year,4690.65,No
4900-MSOMT,Female,Yes,DSL,Yes,Two year,5714.2,No
9194-GFVOI,Female,Yes,DSL,Yes,Two year,3571.6,No
0136-IFMYD,Male,Yes,Fiber optic,Yes,Two year,7634.25,No
0253-ZTEOB,Female,Yes,DSL,Yes,Two year,3870.3,No
8690-ZVLCL,Female,Yes,DSL,Yes,Two year,6161.9,No
7109-CQYUZ,Male,Yes,DSL,Yes,Two year,4652.4,No
5766-FTRTS,Male,Yes,DSL,Yes,Two year,6033.1,No
4683-WYDOU,Male,Yes,Fiber optic,Yes,Two year,6912.7,No
1642-HMARX,Female,Yes,DSL,Yes,Two year,6424.7,No
8434-PNQZX,Female,Yes,DSL,Yes,Two year,3373.4,No
4806-DXQCE,Female,Yes,Fiber optic,Yes,Two year,7714.65,No
1063-DHQJF,Male,Yes,Fiber optic,Yes,Two year,6480.9,No
8174-TBVCF,Female,Yes,DSL,Yes,Two year,6859.05,No
0917-EZOLA,Male,Yes,Fiber optic,Yes,Two year,7689.95,Yes
3508-VLHCZ,Female,Yes,DSL,Yes,Two year,6239.05,No
0436-TWFFZ,Female,Yes,DSL,Yes,Two year,5714.2,No
8295-KMENE,Female,Yes,DSL,Yes,Two year,4519.5,No
2368-GAKKQ,Female,Yes,Fiber optic,Yes,Two year,7939.25,No
6993-YCOBK,Male,Yes,Fiber optic,Yes,Two year,6586.85,No
0378-CJKPV,Female,Yes,Fiber optic,Yes,Two year,7965.95,No
3612-YUNGG,Male,Yes,Fiber optic,Yes,Two year,6741.15,No
9028-LIHRP,Male,Yes,Fiber optic,Yes,Two year,7209,No
1053-MXTTK,Female,Yes,Fiber optic,Yes,Two year,7726.35,No
8200-LGKSR,Male,Yes,DSL,Yes,Two year,6126.1,No
1568-BEKZM,Male,Yes,DSL,Yes,Two year,6333.4,No
7860-UXCRM,Male,Yes,DSL,Yes,Two year,4674.55,No
5693-PIPCS,Male,Yes,Fiber optic,Yes,Two year,4220.35,No
6479-VDGRK,Female,Yes,DSL,Yes,Two year,6129.2,No
3569-JFODW,Female,Yes,DSL,Yes,Two year,6652.45,No
3258-SYSWS,Male,Yes,Fiber optic,Yes,Two year,7845.8,No
0487-CRLZF,Female,Yes,DSL,Yes,Two year,3721.9,No
1545-JFUML,Male,Yes,Fiber optic,Yes,Two year,6994.6,No
7826-VVKWT,Female,Yes,Fiber optic,Yes,Two year,2263.45,No
1150-WFARN,Female,Yes,Fiber optic,Yes,Two year,7156.2,Yes
3082-YVEKW,Female,Yes,DSL,Yes,Two year,1759.4,No
7134-HBPBS,Female,Yes,Fiber optic,Yes,Two year,7774.05,No
6339-RZCBJ,Male,Yes,DSL,Yes,Two year,3771.5,No
9385-NXKDA,Female,Yes,DSL,Yes,Two year,5919.35,No
9351-HXDMR,Male,Yes,Fiber optic,Yes,Two year,8240.85,No
8631-NBHFZ,Male,Yes,DSL,Yes,Two year,5154.6,Yes
1725-IQNIY,Male,Yes,Fiber optic,Yes,Two year,6110.2,Yes
2533-QVMSK,Male,Yes,Fiber optic,Yes,Two year,5638.3,Yes
6837-HAEVO,Male,Yes,Fiber optic,Yes,Two year,7297.75,No
6701-YVNQG,Male,Yes,DSL,Yes,Two year,6301.7,No
8819-ZBYNA,Female,Yes,Fiber optic,Yes,Two year,6393.65,No
5089-IFSDP,Female,Yes,Fiber optic,Yes,Two year,6144.55,Yes
6418-HNFED,Male,Yes,DSL,Yes,Two year,4089.45,No
0479-HMSWA,Female,Yes,Fiber optic,Yes,Two year,2715.3,No
4922-CVPDX,Female,Yes,DSL,Yes,Two year,1905.7,No
2223-GDSHL,Male,Yes,Fiber optic,Yes,Two year,8297.5,No
5989-AXPUC,Female,Yes,Fiber optic,Yes,Two year,7990.05,No
8015-IHCGW,Female,Yes,Fiber optic,Yes,Two year,8425.15,No
2773-OVBPK,Male,Yes,Fiber optic,Yes,Two year,7567.2,No
8261-GWDBQ,Female,Yes,Fiber optic,Yes,Two year,6925.9,No
3882-IYOIJ,Female,Yes,Fiber optic,Yes,Two year,6758.45,No
5915-ANoEI,Male,Yes,DSL,Yes,Two year,5536.5,No
9861-PDSZP,Female,Yes,Fiber optic,Yes,Two year,7806.6,No
2019-HDCZY,Male,Yes,Fiber optic,Yes,Two year,6296.75,No
2632-IVXVF,Female,Yes,Fiber optic,Yes,Two year,7511.3,No
