customerID,gender,PhoneService,InternetService,StreamingTV,Contract,TotalCharges,Churn
6234-RAAPL,Female,Yes,Fiber optic,Yes,Two year,7251.7,No
6047-YHPVI,Male,Yes,Fiber optic,No,Month-to-month,316.9,Yes
6572-ADKRS,Female,Yes,Fiber optic,No,Month-to-month,3548.3,No
5380-WJKOV,Male,Yes,Fiber optic,Yes,Month-to-month,3549.25,Yes
8168-UQWWF,Female,Yes,Fiber optic,Yes,Month-to-month,1105.4,Yes
8865-TNMNX,Male,Yes,DSL,No,One year,475.7,No
9489-DEDVP,Female,Yes,DSL,Yes,Two year,4872.35,No
9867-JCZSP,Female,Yes,No,No internet service,One year,418.25,No
4671-VJLCL,Female,Yes,DSL,Yes,Two year,4861.45,No
4080-IIARD,Female,Yes,DSL,Yes,Month-to-month,981.45,No
3714-NTNFO,Female,Yes,Fiber optic,No,Month-to-month,3906.7,No
5948-UJZLF,Male,Yes,DSL,No,Month-to-month,97,No
7760-OYPDY,Female,Yes,Fiber optic,Yes,Month-to-month,144.15,Yes
7639-LIAYI,Male,Yes,DSL,Yes,Two year,4217.8,No
2954-PIBKO,Female,Yes,DSL,No,Two year,4254.1,No
8012-SOUDQ,Female,Yes,Fiber optic,Yes,Month-to-month,3838.75,No
9420-LOJKX,Female,Yes,Fiber optic,Yes,Month-to-month,1426.4,Yes
6575-SUVOI,Female,Yes,DSL,Yes,Month-to-month,1752.65,No
7495-OOKFY,Female,Yes,Fiber optic,No,Month-to-month,633.3,Yes
4667-QONEA,Female,Yes,DSL,No,One year,4456.35,No
1658-BYGOY,Male,Yes,Fiber optic,Yes,Month-to-month,1752.55,Yes
8769-KKTPH,Female,Yes,Fiber optic,Yes,One year,6311.2,No
5067-XJQFU,Male,Yes,Fiber optic,Yes,One year,7076.35,No
3957-SQXML,Female,Yes,No,No internet service,Two year,894.3,No
5954-BDFSG,Female,Yes,Fiber optic,Yes,Two year,7853.7,No
0434-CSFON,Female,Yes,Fiber optic,Yes,Month-to-month,4707.1,No
1215-FIGMP,Male,Yes,Fiber optic,Yes,Month-to-month,5450.7,No
0526-SXDJP,Male,No,DSL,No,Two year,2962,No
0557-ASKVU,Female,Yes,DSL,No,One year,957.1,No
5698-BQJOH,Female,Yes,Fiber optic,Yes,Month-to-month,857.25,Yes
5122-CYFXA,Female,Yes,DSL,Yes,Month-to-month,244.1,No
8627-ZYGSZ,Male,Yes,Fiber optic,No,One year,3650.35,No
3410-YOQBQ,Female,Yes,DSL,Yes,Two year,2497.2,No
3170-NMYVV,Female,Yes,No,No internet service,Two year,930.9,No
7410-OIEDU,Male,Yes,Fiber optic,No,Month-to-month,887.35,No
2273-QCKXA,Male,Yes,DSL,No,Month-to-month,49.05,No
0731-EBJQB,Female,Yes,No,No internet service,One year,1090.65,No
1891-QRQSA,Male,Yes,Fiber optic,Yes,Two year,7099,No
8028-PNXHQ,Male,Yes,No,No internet service,Two year,1424.6,No
5630-AHZIL,Female,Yes,DSL,No,Month-to-month,177.4,No
2673-CXQEU,Female,Yes,Fiber optic,Yes,One year,6139.5,No
6416-JNVRK,Female,Yes,DSL,No,One year,2688.85,No
5590-ZSKRV,Female,Yes,DSL,No,Month-to-month,482.25,No
0191-ZHSKZ,Male,Yes,DSL,Yes,Month-to-month,2111.3,No
3887-PBQAO,Female,Yes,No,No internet service,One year,1216.6,No
5919-TMRGD,Female,Yes,Fiber optic,Yes,Month-to-month,79.35,Yes
8108-UXRQN,Female,No,DSL,Yes,Month-to-month,565.35,No
9191-MYQKX,Female,Yes,Fiber optic,No,Month-to-month,496.9,Yes
9919-YLNNG,Female,Yes,Fiber optic,Yes,Month-to-month,4327.5,No
0318-ZOPWS,Female,Yes,No,No internet service,Two year,973.35,No
4445-ZJNMU,Male,Yes,Fiber optic,Yes,Month-to-month,918.75,No
4808-YNLEU,Female,Yes,DSL,Yes,One year,2215.45,No
1862-QRWPE,Female,Yes,No,No internet service,Two year,1057,No
2796-NNUFI,Female,Yes,No,No internet service,Two year,927.1,No
3016-KSVCP,Male,No,DSL,Yes,Month-to-month,1009.25,No
4767-HZZHQ,Male,Yes,Fiber optic,No,Month-to-month,2570.2,No
2424-WVHPL,Male,Yes,Fiber optic,No,Month-to-month,74.7,No
7233-PAHHL,Male,Yes,DSL,Yes,Two year,5714.25,No
6067-NGCEU,Female,Yes,Fiber optic,Yes,Month-to-month,7107,No
9848-JQJTX,Male,Yes,Fiber optic,Yes,Two year,7459.05,No
8637-XJIVR,Female,Yes,Fiber optic,No,Month-to-month,927.35,Yes
9803-FTJCG,Male,Yes,DSL,No,One year,4748.7,No
0278-YXOOG,Male,Yes,No,No internet service,Month-to-month,113.85,Yes
3212-KXOCR,Male,Yes,No,No internet service,Two year,1107.2,No
4598-XLKNJ,Female,Yes,Fiber optic,Yes,Month-to-month,2514.5,Yes
6380-ARCEH,Male,Yes,No,No internet service,Month-to-month,20.2,No
3679-XASPY,Female,Yes,No,No internet service,Month-to-month,19.45,No
7123-WQUHX,Male,Yes,Fiber optic,Yes,One year,3605.6,No
5386-THSLQ,Female,No,DSL,Yes,One year,3027.25,No
3192-NQECA,Male,Yes,Fiber optic,Yes,Two year,7611.85,Yes
6180-YBIQI,Male,No,DSL,No,Month-to-month,100.2,No
6728-DKUCO,Female,Yes,Fiber optic,Yes,One year,7303.05,No
9750-BOOHV,Female,No,DSL,No,One year,927.65,No
8597-CWYHH,Male,Yes,Fiber optic,Yes,One year,3921.3,No
2848-YXSMW,Male,Yes,No,No internet service,Two year,1363.25,No
0486-HECZI,Male,Yes,Fiber optic,Yes,Month-to-month,5238.9,Yes
4549-ZDQYY,Female,Yes,DSL,No,One year,3042.25,No
5712-AHQNN,Female,Yes,Fiber optic,Yes,Month-to-month,3954.1,No
4846-WHAFZ,Female,Yes,Fiber optic,No,Month-to-month,2868.15,Yes
5256-SKJGO,Female,No,DSL,Yes,Two year,3423.5,No
3071-VBYPO,Male,Yes,Fiber optic,Yes,Month-to-month,248.4,No
9560-BBZXK,Female,No,DSL,No,Two year,1126.35,No
5299-RULOA,Female,Yes,Fiber optic,Yes,Month-to-month,1064.65,Yes
8402-OOOHJ,Female,Yes,No,No internet service,Two year,835.15,No
9445-ZUEQE,Male,Yes,Fiber optic,No,Month-to-month,2151.6,No
1091-SOZGA,Female,Yes,Fiber optic,Yes,One year,5515.45,No
2928-HLDBA,Female,Yes,No,No internet service,Month-to-month,112.75,No
0404-SWRVG,Male,Yes,Fiber optic,No,Month-to-month,229.55,Yes
6497-TILVL,Female,Yes,DSL,No,Month-to-month,350.35,No
7219-TLZHO,Female,Yes,No,No internet service,Month-to-month,62.9,No
4622-YNKIJ,Male,Yes,Fiber optic,Yes,Two year,3027.65,No
4412-YLTKF,Female,Yes,Fiber optic,No,Month-to-month,2135.5,Yes
6734-PSBAW,Male,Yes,No,No internet service,Two year,1723.95,No
3930-ZGWVE,Male,Yes,No,No internet service,Month-to-month,19.75,No
2639-UGMAZ,Male,No,DSL,Yes,One year,3985.35,No
2876-GZYZC,Female,Yes,Fiber optic,No,Month-to-month,1215.65,No
6207-WIOLX,Female,No,DSL,Yes,Month-to-month,1502.65,Yes
8587-XYZSF,Male,Yes,DSL,No,Two year,3260.1,No
3091-FYHKI,Male,No,DSL,No,Month-to-month,35.45,Yes
2372-HWUHI,Male,Yes,DSL,No,Month-to-month,81.25,Yes
7799-LGRDP,Female,Yes,No,No internet service,Two year,1188.2,No
7850-VWJUU,Female,Yes,Fiber optic,No,Month-to-month,1778.5,No
3774-VBNXY,Female,Yes,No,No internet service,Two year,1277.75,No
6217-KDYWC,Male,Yes,No,No internet service,Two year,1170.55,No
0390-DCFDQ,Female,Yes,Fiber optic,No,Month-to-month,70.45,Yes
3146-MSEGF,Female,Yes,DSL,Yes,Two year,6425.65,No
4080-OGPJL,Female,Yes,DSL,No,Month-to-month,563.65,Yes
1095-WGNGG,Female,Yes,Fiber optic,Yes,Two year,5971.25,No
2636-SJDOU,Male,Yes,Fiber optic,No,One year,5289.05,No
1131-QQZEB,Male,Yes,No,No internet service,Two year,1756.2,No
5716-EZXZN,Female,Yes,Fiber optic,Yes,Two year,6416.7,No
6837-BJYDQ,Male,Yes,No,No internet service,One year,61.35,No
2135-RXIHG,Male,Yes,DSL,No,Month-to-month,45.65,Yes
6440-DKQGE,Male,Yes,DSL,Yes,One year,1929.95,No
3466-BYAVD,Male,Yes,DSL,No,Month-to-month,1071.4,No
3780-YVMFA,Female,Yes,DSL,Yes,Month-to-month,564.35,No
3874-EQOEP,Male,Yes,Fiber optic,Yes,Month-to-month,655.5,Yes
1679-JRFBR,Female,Yes,Fiber optic,Yes,One year,7930.55,No
9073-ZZIAY,Male,Yes,DSL,Yes,Two year,5215.25,No
3077-RSNTJ,Female,Yes,No,No internet service,Month-to-month,113.5,No
6551-GNYDG,Female,Yes,Fiber optic,No,Month-to-month,1152.8,No
9167-APMXZ,Female,Yes,Fiber optic,Yes,Month-to-month,1821.95,No
2749-CTKAJ,Male,Yes,No,No internet service,One year,419.9,No
6371-NZYEG,Male,Yes,DSL,Yes,Two year,1024,No
7554-NEWDD,Male,Yes,No,No internet service,Two year,251.6,No
8992-VONJD,Female,Yes,DSL,No,Month-to-month,764.55,No
0867-MKZVY,Female,Yes,Fiber optic,No,Month-to-month,1592.35,Yes
4482-EWFMI,Female,Yes,Fiber optic,No,Month-to-month,135.2,No
4648-YPBTM,Male,Yes,DSL,No,Two year,3958.25,No
2907-ILJBN,Female,Yes,No,No internet service,One year,233.9,No
6345-FZOQH,Male,Yes,No,No internet service,Two year,1363.45,No
3376-BMGFE,Female,Yes,Fiber optic,No,Month-to-month,273,Yes
5997-OPVFA,Male,Yes,DSL,Yes,Two year,6254.45,No
3445-HXXGF,Male,No,DSL,No,Month-to-month,2651.2,Yes
1159-WFSGR,Female,Yes,No,No internet service,Month-to-month,321.4,No
7654-YWJUF,Male,Yes,Fiber optic,No,One year,3539.25,No
1875-QIVME,Female,Yes,Fiber optic,Yes,Month-to-month,242.8,Yes
6727-IOTLZ,Male,Yes,DSL,Yes,Two year,1181.75,No
0691-JVSYA,Female,Yes,Fiber optic,Yes,One year,5000.2,Yes
5918-VUKWP,Female,Yes,No,No internet service,One year,654.55,No
1744-JHKYS,Female,Yes,No,No internet service,Month-to-month,780.2,No
2656-FMOKZ,Female,Yes,Fiber optic,No,Month-to-month,1145.7,Yes
2070-FNEXE,Female,Yes,Fiber optic,No,Month-to-month,503.6,Yes
5947-SGKCL,Female,Yes,Fiber optic,Yes,Month-to-month,1559.25,No
3712-PKXZA,Male,Yes,No,No internet service,One year,1252,No
6317-YPKDH,Female,No,DSL,No,Month-to-month,29.95,Yes
6582-OIVSP,Female,Yes,DSL,No,Month-to-month,45.3,No
9367-WXLCH,Male,Yes,Fiber optic,No,Month-to-month,662.65,Yes
5524-KHNJP,Male,Yes,DSL,Yes,One year,2453.3,No
1918-ZBFQJ,Female,Yes,Fiber optic,No,Month-to-month,1111.65,Yes
1024-GUALD,Female,No,DSL,No,Month-to-month,24.8,Yes
4827-USJHP,Male,Yes,DSL,No,Month-to-month,1023.85,No
8167-GJLRN,Male,No,DSL,No,Month-to-month,82.15,No
0956-SYCWG,Female,Yes,No,No internet service,One year,244.8,No
8017-UVSZU,Female,Yes,DSL,No,Month-to-month,2379.1,No
7100-FQPRV,Male,Yes,DSL,No,One year,3173.35,No
2472-OVKUP,Male,Yes,Fiber optic,No,Month-to-month,531,Yes
2984-RGEYA,Female,Yes,No,No internet service,Two year,1375.4,No
9680-NIAUV,Female,Yes,Fiber optic,Yes,Two year,8129.3,No
2146-EGVDT,Male,Yes,No,No internet service,Two year,1192.7,No
2604-IJPDU,Female,Yes,Fiber optic,Yes,Month-to-month,1901.65,No
9178-JHUVJ,Male,Yes,No,No internet service,Two year,587.4,No
6168-YBYNP,Male,Yes,Fiber optic,Yes,Month-to-month,6519.75,No
7255-SSFBC,Male,Yes,Fiber optic,Yes,Two year,8041.65,No
3645-DEYGF,Male,Yes,No,No internet service,Month-to-month,20.75,No
9323-HGFWY,Female,Yes,Fiber optic,Yes,One year,2681.15,No
8544-GOQSH,Female,Yes,Fiber optic,No,Month-to-month,1112.3,No
3363-DTIVD,Male,Yes,Fiber optic,Yes,Two year,7405.5,No
7018-WBJNK,Male,Yes,Fiber optic,Yes,Month-to-month,1033.95,No
9142-KZXOP,Male,Yes,Fiber optic,No,Month-to-month,2958.95,No
7674-YTAFD,Female,Yes,Fiber optic,No,One year,2684.85,No
6348-SNFUS,Male,No,DSL,No,Two year,4179.2,No
1285-OKIPP,Male,Yes,Fiber optic,No,Month-to-month,79.9,Yes
7825-ECJRF,Female,Yes,Fiber optic,Yes,Month-to-month,1934.45,Yes
1347-KTTTA,Male,Yes,Fiber optic,Yes,One year,6654.1,No
7841-TZDMQ,Male,Yes,DSL,No,Month-to-month,84.5,Yes
4195-NZGTA,Female,No,DSL,No,Month-to-month,25.25,No
7157-SMCFK,Male,Yes,No,No internet service,Two year,1124.2,No
4709-LKHYG,Female,Yes,No,No internet service,One year,540.05,No
2504-DSHIH,Male,Yes,Fiber optic,No,Month-to-month,1975.85,No
0699-NDKJM,Female,No,DSL,Yes,Month-to-month,3437.45,No
9286-BHDQG,Male,No,DSL,No,Two year,3139.8,No
0230-WEQUW,Male,No,DSL,Yes,Two year,3789.2,No
2040-LDIWQ,Male,Yes,DSL,Yes,Two year,5324.5,No
6496-JDSSB,Female,Yes,Fiber optic,Yes,Month-to-month,624.6,No
9408-SSNVZ,Female,Yes,Fiber optic,No,Month-to-month,268.35,Yes
4443-EMBNA,Female,Yes,No,No internet service,Two year,1836.9,No
6469-MRVET,Male,Yes,No,No internet service,One year,20.2,No
0742-MOABM,Male,Yes,DSL,No,Month-to-month,179.35,Yes
5961-VUSRV,Female,Yes,No,No internet service,One year,219.35,No
6778-JFCMK,Male,No,DSL,Yes,One year,1288.75,No
6341-JVQGF,Female,Yes,DSL,Yes,One year,2545.75,No
2232-DMLXU,Female,Yes,DSL,Yes,Month-to-month,55.2,Yes
4811-JBUVU,Male,Yes,Fiber optic,No,Month-to-month,2723.15,No
0945-TSONX,Female,Yes,DSL,Yes,Two year,4107.25,No
2651-ZCBXV,Male,Yes,Fiber optic,Yes,Two year,5760.65,No
3316-UWXUY,Male,Yes,Fiber optic,No,Month-to-month,4747.5,No
8937-RDTHP,Male,Yes,Fiber optic,No,Month-to-month,84.6,Yes
7083-MIOPC,Female,Yes,No,No internet service,Two year,1566.9,No
1984-GPTEH,Female,Yes,No,No internet service,Month-to-month,702,No
1251-KRREG,Male,Yes,DSL,No,Month-to-month,114.1,Yes
0621-JFHOL,Female,No,DSL,No,Two year,299.05,No
9903-LYSAB,Male,Yes,Fiber optic,No,Month-to-month,1305.95,No
0094-OIFMO,Female,Yes,Fiber optic,Yes,Month-to-month,1120.3,Yes
9227-UAQFT,Male,Yes,No,No internet service,Two year,284.35,No
7301-ABVAD,Female,Yes,DSL,Yes,Two year,6350.5,No
6614-FHDBO,Male,Yes,Fiber optic,Yes,Two year,7878.3,No
7576-ASEJU,Female,Yes,DSL,Yes,One year,3187.65,No
9058-HRZSV,Female,Yes,Fiber optic,No,Month-to-month,6126.15,No
4522-AKYLR,Female,Yes,DSL,No,Month-to-month,731.3,No
0221-WMXNQ,Male,Yes,Fiber optic,No,Month-to-month,273.4,No
0303-UNCIP,Male,Yes,DSL,No,One year,2531.8,No
9947-OTFQU,Male,Yes,Fiber optic,No,Month-to-month,1074.3,Yes
0322-YINQP,Male,Yes,DSL,No,Month-to-month,48.55,Yes
0959-WHOKV,Male,Yes,Fiber optic,No,One year,4298.45,No
4075-JFPGR,Female,Yes,Fiber optic,Yes,One year,4619.55,No
4629-NRXKX,Female,Yes,Fiber optic,No,Month-to-month,147.15,Yes
9514-JDSKI,Male,No,DSL,Yes,Month-to-month,40.2,Yes
3282-ZISZV,Male,Yes,DSL,Yes,One year,2633.3,No
3675-YDUPJ,Male,Yes,No,No internet service,Month-to-month,193.05,No
4111-BNXIF,Female,No,DSL,Yes,Two year,4103.9,No
7017-VFHAY,Female,Yes,Fiber optic,Yes,Two year,7008.15,No
6655-LHBYW,Male,Yes,Fiber optic,Yes,One year,5791.1,No
4959-JOSRX,Female,Yes,DSL,No,Month-to-month,80.55,Yes
5046-NUHWD,Female,No,DSL,No,Month-to-month,1228.65,No
7273-TEFQD,Male,No,DSL,No,Month-to-month,132.2,Yes
3606-TWKGI,Male,Yes,Fiber optic,Yes,Month-to-month,1364.3,Yes
7529-ZDFXI,Male,Yes,Fiber optic,No,Month-to-month,4925.35,No
7605-BDWDC,Female,No,DSL,No,Two year,1520.1,No
1950-KSVVJ,Female,Yes,Fiber optic,Yes,One year,5032.25,No
0123-CRBRT,Female,Yes,DSL,Yes,Two year,5526.75,No
6292-TOSSS,Male,Yes,No,No internet service,Two year,1195.25,No
3197-ARFOY,Female,Yes,Fiber optic,Yes,Month-to-month,2007.25,No
6323-AYBRX,Male,Yes,No,No internet service,Two year,1099.6,Yes
7014-ZZXAW,Female,Yes,No,No internet service,Two year,1732.95,No
4385-GZQXV,Female,Yes,Fiber optic,Yes,Month-to-month,1511.2,Yes
7633-MVPUY,Male,Yes,DSL,No,Two year,3450.15,No
6366-ZGQGL,Male,No,DSL,No,Month-to-month,24.8,Yes
4716-HHKQH,Male,Yes,Fiber optic,Yes,Month-to-month,2172.05,No
5940-AHUHD,Male,Yes,Fiber optic,No,Month-to-month,70.6,Yes
6432-TWQLB,Male,Yes,Fiber optic,No,Month-to-month,401.1,Yes
4484-GLZOU,Female,Yes,Fiber optic,Yes,Month-to-month,5624.85,Yes
3179-GBRWV,Male,Yes,DSL,No,Month-to-month,1339.8,No
8645-KWHJO,Male,No,DSL,Yes,Month-to-month,771.95,No
4130-MZLCC,Female,Yes,DSL,No,Month-to-month,244.75,No
0314-TKOSI,Female,Yes,DSL,No,Month-to-month,322.9,No
8229-MYEJZ,Female,Yes,DSL,No,Month-to-month,498.25,No
2080-SRCDE,Female,Yes,No,No internet service,Month-to-month,25.4,No
9577-WJVCQ,Female,Yes,DSL,No,Month-to-month,3687.75,No
9512-UIBFX,Male,Yes,Fiber optic,Yes,Month-to-month,1779.95,Yes
6202-DYYFX,Female,Yes,Fiber optic,No,One year,1783.6,No
3808-HFKDE,Female,Yes,DSL,No,Month-to-month,927.15,No
5583-SXDAG,Male,Yes,Fiber optic,No,Month-to-month,70,Yes
3488-PGMQJ,Male,Yes,Fiber optic,No,Month-to-month,606.55,Yes
3580-REOAC,Male,Yes,DSL,No,Month-to-month,435.4,Yes
7534-BFESC,Male,Yes,Fiber optic,No,Month-to-month,1712.7,Yes
3727-OWVYD,Male,Yes,DSL,No,One year,2021.2,No
2294-SALNE,Male,Yes,Fiber optic,No,One year,1940.8,No
4847-TAJYI,Female,Yes,Fiber optic,Yes,Month-to-month,567.8,No
1563-IWQEX,Female,Yes,No,No internet service,Month-to-month,220.35,No
8203-XJZRC,Male,Yes,No,No internet service,Month-to-month,20.25,No
6556-DBKZF,Female,Yes,Fiber optic,No,Two year,5436.45,No
6851-WEFYX,Male,Yes,Fiber optic,Yes,Month-to-month,3437.5,No
2985-JUUBZ,Male,Yes,DSL,Yes,Month-to-month,3015.75,No
6390-DSAZX,Female,Yes,Fiber optic,No,Month-to-month,73.6,Yes
0895-LMRSF,Male,Yes,DSL,Yes,One year,1509.8,No
8098-LLAZX,Female,Yes,Fiber optic,Yes,Month-to-month,396.1,Yes
8266-VBFQL,Male,Yes,Fiber optic,No,Month-to-month,356.65,No
8181-YHCMF,Female,No,DSL,Yes,Two year,4109,No
2240-HSJQD,Male,Yes,Fiber optic,No,Month-to-month,3141.7,No
1248-DYXUB,Male,Yes,No,No internet service,Two year,1229.1,No
0265-EDXBD,Male,Yes,Fiber optic,No,Month-to-month,2303.35,Yes
4115-BNPJY,Male,Yes,DSL,Yes,Two year,2054.4,No
3167-SNQPL,Male,Yes,Fiber optic,Yes,Month-to-month,3741.85,No
4091-TVOCN,Male,Yes,DSL,Yes,One year,3682.45,No
1098-TDVUQ,Female,Yes,No,No internet service,Month-to-month,19.25,No
7277-OZCGZ,Female,Yes,Fiber optic,No,Month-to-month,1886.25,No
1557-EMYVT,Female,Yes,Fiber optic,Yes,Two year,4895.1,No
2799-ARNLO,Female,Yes,Fiber optic,No,Month-to-month,341.6,No
7563-BIUPC,Male,Yes,Fiber optic,Yes,Month-to-month,415.55,Yes
5027-YOCXN,Male,Yes,Fiber optic,Yes,One year,5686.4,No
3973-SKMLN,Male,Yes,No,No internet service,Two year,1355.1,No
2321-OMBXY,Female,Yes,DSL,Yes,One year,3058.65,Yes
2840-XANRC,Male,Yes,Fiber optic,Yes,Month-to-month,2231.05,Yes
6745-JEFZB,Male,Yes,Fiber optic,Yes,Month-to-month,3236.35,No
5020-ZSTTY,Female,Yes,DSL,Yes,One year,4350.1,Yes
9880-TDQAC,Female,No,DSL,Yes,Two year,4264,No
8705-WZCYL,Male,Yes,DSL,No,Month-to-month,44.8,No
7102-JJVTX,Female,Yes,DSL,No,One year,422.3,No
8626-PTQGE,Male,No,DSL,Yes,Two year,4176.7,No
4983-CLMLV,Female,Yes,Fiber optic,Yes,Month-to-month,5138.1,No
5701-YVSVF,Female,Yes,Fiber optic,Yes,Month-to-month,880.05,No
5804-LEPIM,Female,Yes,Fiber optic,No,Month-to-month,139.05,Yes
5697-GOMBF,Female,No,DSL,Yes,Month-to-month,973.65,No
2739-CACDQ,Female,Yes,Fiber optic,No,Month-to-month,1470.05,No
9385-EHGDO,Female,Yes,No,No internet service,Two year,739.35,No
9498-FIMXL,Female,Yes,No,No internet service,One year,161.95,No
2379-GYFLQ,Male,Yes,Fiber optic,Yes,One year,4422.95,No
0122-OAHPZ,Female,Yes,Fiber optic,No,Month-to-month,511.25,Yes
2868-SNELZ,Female,Yes,Fiber optic,No,Month-to-month,155.8,Yes
4322-RCYMT,Male,Yes,DSL,No,One year,5293.95,Yes
6680-NENYN,Female,Yes,Fiber optic,Yes,Two year,4759.85,Yes
2088-IEBAU,Female,Yes,DSL,Yes,Two year,6148.45,No
7982-VCELR,Female,Yes,Fiber optic,Yes,Month-to-month,3565.65,No
1343-EHPYB,Male,Yes,Fiber optic,Yes,Month-to-month,6603,Yes
6035-BXTTY,Female,Yes,DSL,No,Month-to-month,1830.1,No
6885-PKOAM,Female,Yes,DSL,Yes,Two year,6223.8,No
7520-HQWJU,Female,Yes,DSL,No,Month-to-month,4508.65,No
9639-BUJXT,Male,Yes,No,No internet service,One year,1328.15,No
5924-SNGKP,Female,Yes,No,No internet service,One year,865,No
0021-IKXGC,Female,Yes,Fiber optic,No,Month-to-month,72.1,No
2034-GDRCN,Female,Yes,Fiber optic,Yes,Month-to-month,168.2,Yes
8966-SNIZF,Female,Yes,No,No internet service,Two year,1303.5,No
6243-OZGFH,Female,No,DSL,Yes,Month-to-month,996.85,No
4654-DLAMQ,Female,Yes,Fiber optic,No,One year,6430.9,No
0513-RBGPE,Male,Yes,DSL,No,Two year,2278.75,No
5160-UXJED,Male,Yes,DSL,No,One year,681.4,No
4115-NZRKS,Female,Yes,Fiber optic,Yes,Month-to-month,574.35,No
0219-YTZUE,Male,Yes,Fiber optic,No,Month-to-month,371.9,Yes
0623-IIHUG,Female,No,DSL,Yes,Month-to-month,840.1,Yes
4572-DVCGN,Female,Yes,Fiber optic,No,Month-to-month,846,Yes
3351-NGXYI,Female,Yes,DSL,No,Month-to-month,889,No
8984-EYLLL,Male,Yes,Fiber optic,Yes,Two year,6823.4,No
9057-MSWCO,Male,No,DSL,No,Month-to-month,805.1,Yes
9833-TGFHX,Male,Yes,Fiber optic,Yes,One year,4016.75,No
9294-TDIPC,Male,Yes,No,No internet service,Month-to-month,83.75,No
5229-DTFYB,Female,Yes,Fiber optic,Yes,Two year,3959.15,No
0104-PPXDV,Male,Yes,DSL,No,One year,2878.55,No
5176-LMJXE,Female,Yes,No,No internet service,Two year,945.7,No
3583-KRKMD,Male,Yes,Fiber optic,No,Month-to-month,1373.05,No
1010-DIAUQ,Male,Yes,Fiber optic,Yes,Month-to-month,492.55,Yes
9069-LGEUL,Male,Yes,DSL,No,Month-to-month,1406,No
7302-ZHMHP,Female,Yes,No,No internet service,Month-to-month,19.15,No
9571-EDEBV,Male,Yes,Fiber optic,Yes,One year,6962.85,No
3520-FJGCV,Male,Yes,Fiber optic,Yes,Two year,8126.65,No
6563-VRERX,Male,Yes,No,No internet service,One year,690.25,No
0259-GBZSH,Male,Yes,Fiber optic,Yes,Month-to-month,181.5,Yes
6122-EFVKN,Male,No,DSL,No,Two year,830.8,No
2805-EDJPQ,Female,Yes,Fiber optic,No,One year,5608.4,No
6862-CQUMB,Male,Yes,Fiber optic,Yes,Month-to-month,3646.8,No
7156-MXBJE,Female,Yes,DSL,Yes,One year,3662.25,No
6158-HDPXZ,Male,No,DSL,No,Month-to-month,25.35,No
9601-BRXPO,Female,Yes,Fiber optic,Yes,Month-to-month,2566.5,Yes
2863-IMQDR,Female,Yes,DSL,Yes,Two year,5308.7,No
5686-CMAWK,Male,Yes,Fiber optic,No,One year,1410.25,No
